location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
10748,Merced,co,0.5,ppm,2025-03-15T20:00:00Z,2025-03-15T14:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-15T21:00:00Z,2025-03-15T15:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.4,ppm,2025-03-15T22:00:00Z,2025-03-15T16:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-15T23:00:00Z,2025-03-15T17:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-16T00:00:00Z,2025-03-15T18:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-16T01:00:00Z,2025-03-15T19:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-16T02:00:00Z,2025-03-15T20:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-16T03:00:00Z,2025-03-15T21:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-16T04:00:00Z,2025-03-15T22:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.9,ppm,2025-03-16T05:00:00Z,2025-03-15T23:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.3,ppm,2025-03-16T06:00:00Z,2025-03-16T00:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-16T07:00:00Z,2025-03-16T01:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-16T08:00:00Z,2025-03-16T02:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.3,ppm,2025-03-16T09:00:00Z,2025-03-16T03:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.2,ppm,2025-03-16T10:00:00Z,2025-03-16T04:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-16T11:00:00Z,2025-03-16T05:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-16T12:00:00Z,2025-03-16T06:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.4,ppm,2025-03-16T13:00:00Z,2025-03-16T07:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-16T14:00:00Z,2025-03-16T08:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.3,ppm,2025-03-16T15:00:00Z,2025-03-16T09:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.3,ppm,2025-03-16T16:00:00Z,2025-03-16T10:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-16T17:00:00Z,2025-03-16T11:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-16T18:00:00Z,2025-03-16T12:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-16T19:00:00Z,2025-03-16T13:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-16T20:00:00Z,2025-03-16T14:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-16T21:00:00Z,2025-03-16T15:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
